通常
	32864
		OT: OCG|TCG
		同名卡: 
		字段: 星尘
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 龙
		效果类型: 魔陷破坏|怪兽破坏|特殊召唤|破坏耐性|效果无效
		攻击力: 4000
		防御力: 4000
		星级: 12
	26304459
		卡名: 古代炎狱神
		密码: 26304459
		效果: 炎属性调整＋调整以外的炎族怪兽1只以上\r\n这张卡同调召唤成功时，选择最多有对方手卡数量的对方墓地存在的卡从游戏中除外。这张卡的攻击力上升这个效果除外的卡数量×200的数值。
		OT: OCG|TCG
		同名卡: 
		字段: 炎狱
		卡片种类: 怪兽|效果|同调
		属性: 炎
		种族: 炎
		效果类型: 卡片除外|攻守变化
		攻击力: 2500
		防御力: 200
		星级: 7
	26326541
		卡名: 业神-不知火
		密码: 26326541
		效果: 调整＋调整以外的怪兽1只以上\r\n自己对「业神-不知火」1回合只能有1次特殊召唤，那个作为②的效果1回合只能使用1次。\r\n①：这张卡特殊召唤成功的场合，以场上1只怪兽为对象才能发动。那只怪兽的表示形式变更。\r\n②：这张卡被除外的场合才能发动。在自己场上把1只「不知火衍生物」（不死族·炎·1星·攻/守0）特殊召唤。
		OT: OCG
		同名卡: 
		字段: 不知火
		卡片种类: 怪兽|效果|同调
		属性: 炎
		种族: 不死
		效果类型: 表示形式|特殊召唤|衍生物
		攻击力: 1900
		防御力: 0
		星级: 5
	26593852
		卡名: 正义盟军 灾亡虫
		密码: 26593852
		效果: 调整＋调整以外的怪兽1只以上\r\n这张卡和暗属性以外的怪兽进行战斗时，不进行伤害计算把那只怪兽破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 正义盟军
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 机械
		效果类型: 怪兽破坏|属性相关
		攻击力: 2200
		防御力: 1200
		星级: 5
	26949946
		卡名: 幻兽机 鲁斯兰枪蛇
		密码: 26949946
		效果: 「幻兽机」调整＋调整以外的「幻兽机」怪兽1只以上\r\n①：这张卡同调召唤成功时，把自己场上的「幻兽机衍生物」任意数量解放才能发动。对方手卡随机选解放的数量丢弃。\r\n②：只要这张卡在怪兽区域存在，这张卡以外的自己场上的「幻兽机」怪兽不会被战斗·效果破坏。\r\n③：这张卡被对方破坏的场合才能发动。从卡组选1张速攻魔法卡在自己的魔法与陷阱区域盖放。
		OT: OCG|TCG
		同名卡: 
		字段: 幻兽机
		卡片种类: 怪兽|效果|同调
		属性: 风
		种族: 机械
		效果类型: 
		攻击力: 2700
		防御力: 2000
		星级: 9
	27315304
		卡名: 喷霞虫
		密码: 27315304
		效果: 调整＋调整以外的怪兽2只以上\r\n①：这张卡同调召唤成功的场合，以对方场上最多3张卡为对象发动。那些对方的卡回到持有者手卡。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 风
		种族: 雷
		效果类型: 返回手卡
		攻击力: 2500
		防御力: 1500
		星级: 9
	27548199
		卡名: 装弹枪管狞猛龙
		密码: 27548199
		效果: 调整＋调整以外的怪兽1只以上\r\n这个卡名的③的效果1回合只能使用1次。\r\n①：这张卡同调召唤成功的场合才能发动。从自己墓地选1只连接怪兽当作装备卡使用给这张卡装备，那个连接标记数量的枪管指示物给这张卡放置。\r\n②：这张卡的攻击力上升这张卡的效果装备的怪兽的攻击力的一半。\r\n③：对方的效果发动时，把这张卡1个枪管指示物取除才能发动。那个发动无效。
		OT: OCG
		同名卡: 
		字段: 枪管
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 龙
		效果类型: 攻守变化|指示物|效果无效
		攻击力: 3000
		防御力: 2500
		星级: 8
	28240337
		卡名: 真红眼不尸龙
		密码: 28240337
		效果: 调整＋调整以外的怪兽1只以上\r\n这个卡名的②的效果1回合只能使用1次。\r\n①：这张卡的攻击力·守备力上升双方的场上·墓地的不死族怪兽数量×100。\r\n②：这张卡以外的不死族怪兽被战斗破坏时才能发动。选自己或者对方的墓地1只不死族怪兽在自己场上特殊召唤。
		OT: OCG
		同名卡: 
		字段: 真红眼
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 不死
		效果类型: 攻守变化|特殊召唤
		攻击力: 2400
		防御力: 2000
		星级: 7
	29071332
		卡名: 武器手套
		密码: 29071332
		效果: 调整＋调整以外的怪兽1只以上\r\n1回合1次，自己的主要阶段时可以当作装备卡使用给怪兽装备，或者把装备解除以表侧攻击表示特殊召唤。只在这个效果当作装备卡使用的场合，装备怪兽的攻击力上升1000。装备怪兽战斗破坏怪兽送去墓地时，给与对方基本分破坏怪兽的攻击力数值的伤害。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 机械
		效果类型: 攻守变化|特殊召唤
		攻击力: 1800
		防御力: 1200
		星级: 4
	29143726
		卡名: 转生龙
		密码: 29143726
		效果: 调整＋调整以外的怪兽1只以上\r\n「转生龙」的效果1回合只能使用1次。\r\n①：场上的这张卡被对方的效果送去墓地的场合或者被战斗破坏送去墓地的场合，以「转生龙」以外的自己或者对方的墓地1只怪兽为对象才能发动。那只怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 龙
		效果类型: 特殊召唤
		攻击力: 100
		防御力: 2600
		星级: 5
	29552709
		卡名: 大薰风的球风
		密码: 29552709
		效果: 调整＋调整以外的名字带有「薰风」的怪兽1只以上\r\n这张卡同调召唤成功时，可以选择自己墓地存在的1张名字带有「薰风」的卡回到手卡。只要这张卡在场上表侧表示存在，自己场上表侧表示存在的名字带有「薰风」的怪兽的战斗发生的对自己的战斗伤害由对方代受。此外，这张卡不会被战斗破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 薰风
		卡片种类: 怪兽|效果|同调
		属性: 风
		种族: 念动力
		效果类型: 卡片回收|破坏耐性
		攻击力: 2000
		防御力: 1300
		星级: 6
	29765339
		卡名: 电气七头龙
		密码: 29765339
		效果: 名字带有「电气」的调整＋调整以外的雷族怪兽1只以上\r\n这张卡可以直接攻击对方玩家。这张卡直接攻击给与对方基本分战斗伤害时，从自己卡组选择1张卡从游戏中除外。发动后第2次的自己的准备阶段时那张卡加入手卡。
		OT: OCG|TCG
		同名卡: 
		字段: 电气
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 雷
		效果类型: 卡片除外|卡组检索|直接攻击
		攻击力: 1500
		防御力: 1500
		星级: 7
	29981921
		卡名: 真六武众-紫炎
		密码: 29981921
		效果: 战士族调整＋调整以外的「六武众」怪兽1只以上\r\n①：1回合1次，对方把魔法·陷阱卡发动时才能发动。那个发动无效并破坏。\r\n②：场上的这张卡被战斗·效果破坏的场合，可以作为代替把自己场上1只「六武众」怪兽破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 六武众
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 战士
		效果类型: 魔陷破坏|破坏耐性|效果无效
		攻击力: 2500
		防御力: 1400
		星级: 5
	30604579
		卡名: 极神皇 托尔
		密码: 30604579
		效果: 名字带有「极星兽」的调整＋调整以外的怪兽2只以上\r\n1回合1次，可以把对方场上表侧表示存在的怪兽的效果直到结束阶段时无效化。场上表侧表示存在的这张卡被对方破坏送去墓地的场合，那个回合的结束阶段时可以把自己墓地存在的1只名字带有「极星兽」的调整从游戏中除外，这张卡从墓地特殊召唤。这个效果特殊召唤成功时，给与对方基本分800分伤害。
		OT: OCG|TCG
		同名卡: 
		字段: 极神
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 兽战士
		效果类型: 特殊召唤|LP伤害|效果无效
		攻击力: 3500
		防御力: 2800
		星级: 10
	30607616
		卡名: 辙之魔妖-胧车
		密码: 30607616
		效果: 调整＋调整以外的怪兽1只以上\r\n这个卡名的②③的效果1回合各能使用1次。\r\n①：「辙之魔妖-胧车」在自己场上只能有1只表侧表示存在。\r\n②：这张卡在墓地存在，原本等级是5星的自己的同调怪兽被战斗或者对方的效果破坏的场合才能发动。从自己墓地把1只其他的不死族怪兽除外，这张卡特殊召唤。\r\n③：这张卡从墓地的特殊召唤成功的场合才能发动。这个回合，自己怪兽不会被战斗破坏。
		OT: OCG
		同名卡: 
		字段: 魔妖
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 不死
		效果类型: 怪兽破坏|卡片除外|特殊召唤
		攻击力: 800
		防御力: 2100
		星级: 3
	30757396
		卡名: 血魔 墨非斯特
		密码: 30757396
		效果: 调整＋调整以外的怪兽1只以上\r\n对方的准备阶段时，可以给与对方基本分对方场上存在的卡每1张300分伤害。此外，对方把魔法·陷阱卡盖放时，给与对方基本分300分伤害。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 恶魔
		效果类型: LP伤害
		攻击力: 2800
		防御力: 1300
		星级: 8
	31385077
		卡名: 混沌之女神
		密码: 31385077
		效果: 光属性调整＋调整以外的暗属性怪兽2只以上\r\n1回合1次，从手卡把1只光属性怪兽送去墓地，选择自己墓地存在的1只5星以上的暗属性怪兽才能发动。选择的怪兽在自己场上特殊召唤。这个效果特殊召唤的怪兽不能作为同调素材。
		OT: OCG|TCG
		同名卡: 
		字段: 混沌
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 天使
		效果类型: 送去墓地|特殊召唤|属性相关
		攻击力: 2500
		防御力: 1800
		星级: 8
	31632536
		卡名: 熔岩双杀手
		密码: 31632536
		效果: 调整＋调整以外的炎属性怪兽1只以上\r\n自己墓地存在的名字带有「熔岩」的怪兽数量让这张卡得到以下效果。\r\n●2只以上：这张卡向守备表示怪兽攻击的场合，只有1次可以继续攻击。\r\n●3只以上：这张卡向守备表示怪兽攻击时，若攻击力超过那个守备力，给与对方基本分那个数值的战斗伤害。
		OT: OCG|TCG
		同名卡: 
		字段: 熔岩
		卡片种类: 怪兽|效果|同调
		属性: 炎
		种族: 战士
		效果类型: 穿刺伤害|多次攻击
		攻击力: 2400
		防御力: 200
		星级: 5
	31919988
		卡名: 漆黑之朱姆沃尔特
		密码: 31919988
		效果: 暗属性调整＋调整以外的昆虫族怪兽1只\r\n这张卡不会被战斗破坏。这张卡的攻击宣言时，攻击对象怪兽的攻击力比这张卡的攻击力高的场合，攻击对象怪兽的攻击力直到战斗阶段结束时变成和这张卡相同数值。这张卡战斗破坏对方怪兽送去墓地时，从对方卡组上面把3张卡送去墓地。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 恶魔
		效果类型: 卡组破坏|攻守变化|破坏耐性
		攻击力: 2000
		防御力: 1000
		星级: 4
	31924889
		卡名: 奥金魔术师
		密码: 31924889
		效果: 调整＋调整以外的魔法师族怪兽1只以上\r\n这张卡同调召唤成功时，给这张卡放置2个魔力指示物。这张卡放置的魔力指示物每有1个，这张卡的攻击力上升1000。此外，可以把自己场上存在的1个魔力指示物取除，对方场上存在的1张卡破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 魔法师
		效果类型: 魔陷破坏|怪兽破坏|攻守变化|指示物
		攻击力: 400
		防御力: 1800
		星级: 7
	32646477
		卡名: 暗黑俯冲轰炸机
		密码: 32646477
		效果: 调整＋调整以外的怪兽1只以上\r\n「暗黑俯冲轰炸机」的效果1回合只能使用1次。\r\n①：自己主要阶段1把自己场上1只怪兽解放才能发动。给与对方解放的怪兽的等级×200伤害。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 机械
		效果类型: LP伤害
		攻击力: 2600
		防御力: 1800
		星级: 7
	32995007
		卡名: 天狼王 苍狼星
		密码: 32995007
		效果: 调整＋调整以外的怪兽1只以上\r\n场上存在的这张卡被破坏送去墓地时，选择对方场上表侧表示存在的1只怪兽发动。选择的怪兽的攻击力下降2400。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 兽战士
		效果类型: 攻守变化
		攻击力: 2400
		防御力: 1500
		星级: 6
	33158448
		卡名: 方程式运动员 电光赛道名将
		密码: 33158448
		效果: 调整＋调整以外的怪兽1只以上\r\n①：这张卡的攻击力上升这张卡的等级×300。\r\n②：这张卡向守备表示怪兽攻击的场合，给与攻击力超过那个守备力的数值的战斗伤害。\r\n③：「方程式运动员」魔法·陷阱卡的效果发动的场合才能发动（伤害步骤也能发动）。这张卡的等级上升1星。\r\n④：1回合1次，对方把魔法·陷阱卡的效果发动时才能发动。这张卡的等级下降2星，那个发动无效并破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 方程式运动员
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 机械
		效果类型: 攻守变化|穿刺伤害|效果无效
		攻击力: 0
		防御力: 2000
		星级: 7
	33198837
		卡名: 自然兽
		密码: 33198837
		效果: 地属性调整＋调整以外的地属性怪兽1只以上\r\n只要这张卡在场上表侧表示存在，可以从自己卡组上面把2张卡送去墓地，魔法卡的发动无效并破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 自然
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 兽
		效果类型: 魔陷破坏|送去墓地|效果无效
		攻击力: 2200
		防御力: 1700
		星级: 5
	33236860
		卡名: 黑羽-孤高之银风鸦
		密码: 33236860
		效果: 名字带有「黑羽」的调整＋调整以外的怪兽2只以上\r\n这张卡同调召唤成功时，可以选择场上表侧表示存在的最多2只持有比这张卡的攻击力低的守备力的怪兽破坏。这个效果发动的回合，自己不能进行战斗阶段。此外，对方回合只有1次，只要这张卡在自己场上表侧表示存在，自己场上存在的名字带有「黑羽」的怪兽不会被战斗破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 黑羽
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 鸟兽
		效果类型: 怪兽破坏|攻击限制|破坏耐性
		攻击力: 2800
		防御力: 2000
		星级: 8
	33413279
		卡名: 爆破魔术师
		密码: 33413279
		效果: 调整＋调整以外的魔法师族怪兽1只以上\r\n可以把自己场上存在的2个魔力指示物取除，选择对方场上存在的1张魔法·陷阱卡破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 魔法师
		效果类型: 魔陷破坏|指示物
		攻击力: 2500
		防御力: 1800
		星级: 6
	33541430
		卡名: 花札卫-月花见-
		密码: 33541430
		效果: 调整＋调整以外的怪兽2只\r\n①：1回合1次，自己主要阶段才能发动。自己从卡组抽1张，给双方确认。那是「花札卫」怪兽的场合，可以把那只怪兽无视召唤条件特殊召唤。这个效果特殊召唤的怪兽在这个回合可以直接攻击。这个效果发动的场合，下次的自己回合的抽卡阶段跳过。\r\n②：把场上的这张卡作为同调素材的场合，可以把包含这张卡的全部同调素材怪兽当作2星怪兽使用。
		OT: OCG|TCG
		同名卡: 
		字段: 花札卫
		卡片种类: 怪兽|效果|调整|同调
		属性: 暗
		种族: 战士
		效果类型: 抽卡辅助|直接攻击|特殊召唤
		攻击力: 2000
		防御力: 2000
		星级: 6
	33698022
		卡名: 月华龙 黑蔷薇
		密码: 33698022
		效果: 调整＋调整以外的怪兽1只以上\r\n这张卡特殊召唤成功时或者对方场上有5星以上的怪兽特殊召唤时发动。选择对方场上1只特殊召唤的怪兽回到持有者手卡。「月华龙 黑蔷薇」的效果1回合只能使用1次。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 龙
		效果类型: 返回手卡
		攻击力: 2400
		防御力: 1800
		星级: 7
	33972299
		卡名: 次世代地热能人
		密码: 33972299
		效果: 「次世代控制员」＋调整以外的地属性怪兽1只以上\r\n只要自己场上有4星以下的名字带有「次世代」的怪兽表侧表示存在，可以让这张卡的原本攻击力·守备力直到结束阶段时交换。这个效果1回合只能使用1次。
		OT: OCG|TCG
		同名卡: 
		字段: 次世代
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 机械
		效果类型: 攻守变化
		攻击力: 1800
		防御力: 2800
		星级: 6
	34109611
		卡名: 大薰风飞隼
		密码: 34109611
		效果: 调整＋调整以外的名字带有「薰风」的怪兽1只以上\r\n这张卡同调召唤成功时，场上表侧表示存在的名字带有「薰风」的全部怪兽的攻击力上升600。
		OT: OCG|TCG
		同名卡: 
		字段: 薰风
		卡片种类: 怪兽|效果|同调
		属性: 风
		种族: 念动力
		效果类型: 攻守变化
		攻击力: 1400
		防御力: 1200
		星级: 4
	34116027
		卡名: 龙骑兵团骑士-赤枪龙骑士
		密码: 34116027
		效果: 龙族调整＋调整以外的鸟兽族怪兽1只以上\r\n①：1回合1次，自己主要阶段才能发动。从卡组把4星以下的1只龙族或者鸟兽族的怪兽加入手卡。那之后，从手卡选1只龙族或者鸟兽族的怪兽丢弃。
		OT: OCG|TCG
		同名卡: 
		字段: 龙骑兵团
		卡片种类: 怪兽|效果|同调
		属性: 风
		种族: 龙
		效果类型: 送去墓地|卡组检索
		攻击力: 2400
		防御力: 800
		星级: 6
	34408491
		卡名: 魔王龙 蝇王
		密码: 34408491
		效果: 暗属性调整＋调整以外的怪兽1只以上\r\n这张卡不会被战斗以及卡的效果破坏。此外，这张卡的战斗或者对方的卡的效果让自己受到伤害时发动。这张卡的攻击力上升那次伤害的数值。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 龙
		效果类型: 攻守变化|破坏耐性
		攻击力: 3000
		防御力: 3000
		星级: 8
	35952884
		卡名: 流天类星龙
		密码: 35952884
		效果: 同调怪兽调整1只＋调整以外的同调怪兽2只以上\r\n这张卡不用同调召唤不能特殊召唤。这张卡在同1次的战斗阶段中可以作出最多有作为这张卡的同调素材的调整以外的怪兽数量的攻击。1回合1次，可以把魔法·陷阱·效果怪兽的效果的发动无效并破坏。这张卡从场上离开时，可以把1只「流星龙」从额外卡组特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 龙
		效果类型: 魔陷破坏|怪兽破坏|多次攻击|特殊召唤|效果无效
		攻击力: 4000
		防御力: 4000
		星级: 12
	36407615
		卡名: 恶魔混沌王
		密码: 36407615
		效果: 恶魔族调整＋调整以外的怪兽1只以上\r\n这张卡的攻击宣言时，可以让对方场上表侧表示存在的全部怪兽的攻击力·守备力直到战斗阶段结束时交换。
		OT: OCG|TCG
		同名卡: 
		字段: 恶魔|混沌
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 恶魔
		效果类型: 攻守变化
		攻击力: 2600
		防御力: 2600
		星级: 7
	36857073
		卡名: 琰魔龙 红莲魔·葬
		密码: 36857073
		效果: 调整＋调整以外的龙族·暗属性同调怪兽1只\r\n「琰魔龙 红莲魔·葬」的①②的效果1回合各能使用1次。\r\n①：把自己场上1只怪兽解放，以自己墓地1只「红莲魔」怪兽为对象才能发动。那只怪兽特殊召唤。\r\n②：这张卡给与对方战斗伤害时才能发动。从自己的卡组以及墓地选等级相同的调整各1只守备表示特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 红莲魔|恶魔
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 龙
		效果类型: 特殊召唤
		攻击力: 3500
		防御力: 3000
		星级: 10
	36898537
		卡名: 玄化黑炎龙
		密码: 36898537
		效果: 调整＋调整以外的怪兽1只以上\r\n①：这张卡同调召唤成功的场合，那些作为同调素材的除调整以外的怪兽种类的以下效果各能发动。\r\n●通常怪兽：这个回合这张卡不受自身以外的卡的效果影响。\r\n●效果怪兽：以这张卡以外的场上1张表侧表示的卡为对象才能发动。那个效果无效。\r\n●灵摆怪兽：对方场上1只怪兽由对方选出，自己得到那个控制权。这个回合那只怪兽不能攻击。
		OT: OCG|TCG
		同名卡: 
		字段: 玄化
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 幻龙
		效果类型: 控制权|效果耐性|效果无效
		攻击力: 2300
		防御力: 1600
		星级: 6
	36953371
		卡名: 超重神鬼 酒吞童子-G
		密码: 36953371
		效果: 机械族调整1只＋调整以外的「超重武者」怪兽1只以上\r\n这张卡在规则上也当作「超重武者」卡使用。\r\n①：这张卡可以用表侧守备表示的状态作出攻击。那个场合，这张卡用守备力当作攻击力使用进行伤害计算。\r\n②：自己墓地没有魔法·陷阱卡存在，这张卡同调召唤成功时才能发动。对方场上的魔法·陷阱卡全部破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 超重武者
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 机械
		效果类型: 魔陷破坏
		攻击力: 500
		防御力: 2500
		星级: 6
	37038993
		卡名: 焰紫龙 巨火虫
		密码: 37038993
		效果: 调整＋调整以外的怪兽1只\r\n这张卡从场上送去墓地时，对方场上的全部怪兽的攻击力下降500。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|调整|同调
		属性: 炎
		种族: 爬虫
		效果类型: 攻守变化
		攻击力: 800
		防御力: 1400
		星级: 2
	37192109
		卡名: PSY骨架王·Ζ
		密码: 37192109
		效果: 调整＋调整以外的怪兽1只以上\r\n①：1回合1次，以对方场上1只特殊召唤的表侧攻击表示怪兽为对象才能发动。那只怪兽和场上的这张卡直到下次的自己准备阶段除外。这个效果在对方回合也能发动。\r\n②：这张卡在墓地存在的场合，以这张卡以外的自己墓地1张「PSY骨架」卡为对象才能发动。这张卡回到额外卡组，作为对象的卡加入手卡。
		OT: OCG|TCG
		同名卡: 
		字段: PSY骨架
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 念动力
		效果类型: 卡片除外|卡片回收
		攻击力: 2500
		防御力: 1800
		星级: 7
	37474917
		卡名: 弹射战士
		密码: 37474917
		效果: 调整＋调整以外的怪兽1只以上\r\n把自己场上存在的1只名字带有「废品」的怪兽解放发动。给与对方基本分解放的怪兽的原本攻击力数值的伤害。这个效果1回合只能使用1次。
		OT: OCG|TCG
		同名卡: 
		字段: 战士
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 战士
		效果类型: LP伤害
		攻击力: 1000
		防御力: 1500
		星级: 5
	37675907
		卡名: 加速同调士
		密码: 37675907
		效果: 调整＋调整以外的怪兽1只以上\r\n自己对「加速同调士」1回合只能有1次同调召唤。\r\n①：1回合1次，可以从卡组把1只「同调士」怪兽送去墓地，从以下效果选择1个发动。\r\n●这张卡的等级上升送去墓地的那只怪兽的等级数值。\r\n●这张卡的等级下降送去墓地的那只怪兽的等级数值。\r\n②：对方主要阶段才能发动。用包含这张卡的自己场上的怪兽为同调素材作同调召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 同调士
		卡片种类: 怪兽|效果|调整|同调
		属性: 暗
		种族: 机械
		效果类型: 特殊召唤|同调相关
		攻击力: 500
		防御力: 2100
		星级: 5
	37910722
		卡名: 天穹霸龙 龙腾
		密码: 37910722
		效果: 调整＋调整以外的怪兽1只以上\r\n这张卡同调召唤成功时，这张卡的攻击力上升自己手卡数量×800的数值。场上的这张卡被对方破坏送去墓地时，若这张卡的同调召唤使用过的一组同调素材怪兽在自己墓地齐集，可以把那一组特殊召唤。这个效果特殊召唤的怪兽的效果无效化。「天穹霸龙 龙腾」的这个效果1回合只能使用1次。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 龙
		效果类型: 攻守变化|特殊召唤
		攻击力: ?
		防御力: 3000
		星级: 10
	37993923
		卡名: 废品守卫者
		密码: 37993923
		效果: 「废品同调士」＋调整以外的怪兽1只以上\r\n1回合1次，可以选择对方场上存在的1只怪兽，把表示形式变更。这个效果在对方回合也能发动。此外，这张卡从场上送去墓地的场合，可以选择场上存在的1只怪兽，把表示形式变更。
		OT: OCG|TCG
		同名卡: 
		字段: 废品
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 战士
		效果类型: 表示形式
		攻击力: 1400
		防御力: 2600
		星级: 6
	38148100
		卡名: 芳香炽天使-迷迭香
		密码: 38148100
		效果: 调整＋调整以外的怪兽1只以上\r\n①：只要自己基本分比对方多并有这张卡在怪兽区域存在，自己场上的植物族怪兽的攻击力·守备力上升500。\r\n②：1回合1次，自己基本分回复的场合，以对方场上1张表侧表示的卡为对象发动。那张卡的效果直到回合结束时无效。
		OT: OCG|TCG
		同名卡: 
		字段: 芳香
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 植物
		效果类型: 攻守变化|效果无效
		攻击力: 2000
		防御力: 900
		星级: 5
	38354937
		卡名: 真次世代黑机车人
		密码: 38354937
		效果: 名字带有「次世代」的调整＋调整以外的暗属性怪兽1只以上\r\n这张卡同调召唤成功时，得到对方场上表侧表示存在的1只等级最高的怪兽的控制权。
		OT: OCG|TCG
		同名卡: 
		字段: 真次世代
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 机械
		效果类型: 控制权
		攻击力: 2500
		防御力: 2000
		星级: 9
	39402797
		卡名: 三头龙王
		密码: 39402797
		效果: 龙族调整＋调整以外的龙族怪兽1只以上\r\n这张卡不用同调召唤不能特殊召唤。这张卡同调召唤成功时，可以把自己场上存在的最多2张卡破坏。这个回合这张卡可以在通常攻击外加上这张卡的效果破坏的数量在同1次的战斗阶段中攻击。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 炎
		种族: 龙
		效果类型: 魔陷破坏|怪兽破坏|多次攻击
		攻击力: 3000
		防御力: 2800
		星级: 10
	39475024
		卡名: 骸之魔妖-饿者髑髅
		密码: 39475024
		效果: 调整＋调整以外的怪兽1只以上\r\n这个卡名的②③的效果1回合各能使用1次。\r\n①：「骸之魔妖-饿者髑髅」在自己场上只能有1只表侧表示存在。\r\n②：这张卡在墓地存在，自己的连接怪兽被战斗或者对方的效果破坏的场合才能发动。从自己墓地把1只其他的不死族怪兽除外，这张卡特殊召唤。\r\n③：这张卡从墓地的特殊召唤成功的场合才能发动。这个回合，表侧表示的这张卡不受其他卡的效果影响。
		OT: OCG
		同名卡: 
		字段: 魔妖
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 不死
		效果类型: 怪兽破坏|卡片除外|特殊召唤|效果耐性
		攻击力: 3300
		防御力: 2600
		星级: 11
	39477584
		卡名: 魔轰神 利威坦
		密码: 39477584
		效果: 名字带有「魔轰神」的调整＋调整以外的怪兽1只以上\r\n场上存在的这张卡被破坏送去墓地时，选择自己墓地存在的最多3只名字带有「魔轰神」的怪兽才能发动。把选择的怪兽加入手卡。
		OT: OCG|TCG
		同名卡: 
		字段: 魔轰神
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 恶魔
		效果类型: 返回手卡|卡片回收
		攻击力: 3000
		防御力: 2000
		星级: 10
	39765958
		卡名: 琰魔龙 红莲魔
		密码: 39765958
		效果: 调整＋调整以外的怪兽1只以上\r\n1回合1次，自己的主要阶段1才能发动。这张卡以外的场上表侧攻击表示存在的怪兽全部破坏。这个效果发动的回合，这张卡以外的怪兽不能攻击。
		OT: OCG|TCG
		同名卡: 
		字段: 红莲魔|恶魔
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 龙
		效果类型: 怪兽破坏
		攻击力: 3000
		防御力: 2000
		星级: 8
	39823987
		卡名: 太阳龙 因蒂
		密码: 39823987
		效果: 「赤蚁」＋调整以外的怪兽1只以上\r\n这张卡被战斗破坏送去墓地时，把让这张卡破坏的怪兽破坏，给与对方基本分那只怪兽的攻击力一半数值的伤害。场上存在的这张卡被破坏的场合，下个回合的准备阶段时，可以把自己墓地存在的1只「月影龙 基利亚」特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 龙
