通常
	卡名: 第13人的埋葬者
	密码: 49513164
	描述: 「召唤师 阿莱斯特」＋风属性怪兽
①：1回合1次，以场上1只表侧表示怪兽为对象才能发动。那只怪兽变成里侧守备表示。这个效果在对方回合也能发动。
	OT: OCG|TCG
	同名卡: 
	字段: 召唤兽
	卡片种类: 怪兽|效果|融合
	效果类型: 表示形式
	属性: 风
	种族: 战士
	攻击力: 2200
	防御力: 2400
	星级: 5

	卡名: 宝石骑士·黄玉
	密码: 49597193
	描述: 「宝石骑士·黄碧」＋「宝石骑士」怪兽
这张卡用以上记卡为融合素材的融合召唤才能从额外卡组特殊召唤。
①：这张卡在同1次的战斗阶段中可以作2次攻击。
②：这张卡战斗破坏怪兽送去墓地的场合发动。给与对方那只怪兽的原本攻击力数值的伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 宝石骑士
	卡片种类: 怪兽|效果|融合
	效果类型: 多次攻击|LP伤害
	属性: 地
	种族: 雷
	攻击力: 1800
	防御力: 1800
	星级: 6

	卡名: 娱乐伙伴 机炮食尸鬼
	密码: 49820233
	描述: 「娱乐伙伴」怪兽＋5星以上的暗属性怪兽
「娱乐伙伴 机炮食尸鬼」的效果1回合只能使用1次。
①：这张卡融合召唤成功的场合才能发动。给与对方为场上的卡数量×200伤害。这张卡用灵摆怪兽为素材作融合召唤的场合，再选对方场上1只怪兽破坏，给与对方那只怪兽的原本攻击力数值的伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 娱乐伙伴
	卡片种类: 怪兽|效果|融合
	效果类型: 怪兽破坏|LP伤害
	属性: 暗
	种族: 恶魔
	攻击力: 2900
	防御力: 900
	星级: 8

	卡名: 龙战士
	密码: 49868263
	描述: 「战士 戴·格雷法」＋「灵魂龙」
融合召唤这只怪兽，必须用上面所写的卡融合召唤。只要这张卡在场上存在，可以支付1000分使通常陷阱的效果无效化。以这张卡为对象的魔法卡的效果无效并破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 战士
	卡片种类: 怪兽|效果|融合
	效果类型: 魔陷破坏|效果无效
	属性: 地
	种族: 战士
	攻击力: 2000
	防御力: 1200
	星级: 6

	卡名: 邪心英雄 地狱狙魔
	密码: 50282757
	描述: 「元素英雄 黏土侠」＋「元素英雄 爆热女郎」
这只怪兽不能作「暗黑融合」的融合召唤以外的特殊召唤。这张卡在场上表侧守备表示存在的场合，每次自己的准备阶段给与对方基本分1000分伤害。这张卡不会被魔法的效果破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 英雄
	卡片种类: 怪兽|效果|融合
	效果类型: LP伤害
	属性: 炎
	种族: 恶魔
	攻击力: 2000
	防御力: 2500
	星级: 6

	卡名: 假面英雄 光牙
	密码: 50608164
	描述: 这张卡用「假面变化」的效果才能特殊召唤。
①：这张卡的攻击力上升对方场上的怪兽数量×500。
②：1回合1次，把自己墓地1只「英雄」怪兽除外，以场上1只表侧表示怪兽为对象才能发动。那只怪兽的攻击力直到回合结束时下降因为这个效果发动而除外的怪兽的攻击力数值。这个效果在对方回合也能发动。
	OT: OCG|TCG
	同名卡: 
	字段: 假面英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化
	属性: 光
	种族: 战士
	攻击力: 2500
	防御力: 1800
	星级: 8

	卡名: 强欲毒融合龙
	密码: 51570882
	描述: 「捕食植物」怪兽＋原本等级是8星以上的暗属性怪兽
这张卡用融合召唤才能从额外卡组特殊召唤。
①：1回合1次，以场上1只表侧表示怪兽为对象才能发动。直到回合结束时，那只怪兽的攻击力变成0，效果无效化。
②：这张卡被破坏送去墓地的场合发动。场上的怪兽全部破坏。那之后，可以把自己墓地1只8星以上的暗属性怪兽除外把这张卡从墓地特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 蛇毒|融合龙
	卡片种类: 怪兽|效果|融合
	效果类型: 怪兽破坏|卡片除外|攻守变化|特殊召唤|效果无效
	属性: 暗
	种族: 龙
	攻击力: 3300
	防御力: 2500
	星级: 10

	卡名: 月光舞猫姬
	密码: 51777272
	描述: 「月光」怪兽×2
①：这张卡不会被战斗破坏。
②：1回合1次，自己主要阶段1把这张卡以外的自己场上1只「月光」怪兽解放才能发动。这个回合，对方怪兽各有1次不会被战斗破坏，这张卡可以向全部对方怪兽各作2次攻击。
③：这张卡的攻击宣言时发动。给与对方100伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 月光
	卡片种类: 怪兽|效果|融合
	效果类型: 多次攻击|LP伤害|破坏耐性
	属性: 暗
	种族: 兽战士
	攻击力: 2400
	防御力: 2000
	星级: 7

	卡名: 古代的机械混沌巨人
	密码: 51788412
	描述: 「古代的机械」怪兽×4
这张卡不用融合召唤不能特殊召唤。
①：只要这张卡在怪兽区域存在，这张卡不受魔法·陷阱卡的效果影响，对方在战斗阶段中不能把怪兽的效果发动。
②：这张卡可以向对方怪兽全部各作1次攻击，向守备表示怪兽攻击的场合，给与攻击力超过那个守备力的数值的战斗伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 古代的机械
	卡片种类: 怪兽|效果|融合
	效果类型: 穿刺伤害|多次攻击|效果耐性
	属性: 暗
	种族: 机械
	攻击力: 4500
	防御力: 3000
	星级: 10

	卡名: 魔导骑士 基尔提亚
	密码: 51828629
	描述: 「冥界的番人」＋「王座守护者」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 光
	种族: 战士
	攻击力: 1850
	防御力: 1500
	星级: 5

	卡名: 元素英雄 泥球侠
	密码: 52031567
	描述: 「元素英雄 水泡侠」＋「元素英雄 黏土侠」
这张卡只能融合召唤不能特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 
	属性: 地
	种族: 战士
	攻击力: 1900
	防御力: 3000
	星级: 6

	卡名: 异色眼风雷龙
	密码: 53262004
	描述: 「异色眼」怪兽＋灵摆怪兽
「异色眼风雷龙」的①②的效果1回合各能使用1次。
①：这张卡特殊召唤成功时，以对方场上1只表侧攻击表示怪兽为对象才能发动。那只怪兽回到持有者手卡。
②：这张卡以外的怪兽的效果·魔法·陷阱卡发动时才能发动。从自己的额外卡组让1只表侧表示的灵摆怪兽回到卡组，那个发动无效并破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 异色眼
	卡片种类: 怪兽|效果|融合
	效果类型: 魔陷破坏|怪兽破坏|返回手卡|效果无效
	属性: 风
	种族: 龙
	攻击力: 2500
	防御力: 3000
	星级: 7

	卡名: 合神龙 蒂迈欧
	密码: 53315891
	描述: 「传说的骑士 克里底亚」＋「传说的骑士 赫谟」＋「传说的骑士 蒂迈欧」
把自己场上的上记卡送去墓地的场合才能特殊召唤（不需要「融合」）。
①：这张卡不受其他卡的效果影响。
②：这张卡进行战斗的伤害计算时才能发动。这张卡的攻击力·守备力变成和场上的怪兽的最高攻击力相同。
③：这张卡被战斗破坏时才能发动。选自己的手卡·卡组·墓地3只「传说的骑士」怪兽无视召唤条件特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化|特殊召唤|效果耐性
	属性: 光
	种族: 战士
	攻击力: ?
	防御力: ?
	星级: 10

	卡名: 三眼小巫师
	密码: 53539634
	描述: 「黑森林的魔女」＋「三眼怪」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 暗
	种族: 魔法师
	攻击力: 2100
	防御力: 1800
	星级: 6

	卡名: 炼装勇士·绯金红巨甲
	密码: 54401832
	描述: 「炼装」怪兽＋攻击力3000以下的怪兽×2
	OT: OCG|TCG
	同名卡: 
	字段: 炼装
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 炎
	种族: 念动力
	攻击力: 3000
	防御力: 3000
	星级: 9

	卡名: 炭烧战士
	密码: 54541900
	描述: 「磁力战士1号」＋「磁力战士2号」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 地
	种族: 战士
	攻击力: 1500
	防御力: 1200
	星级: 4

	卡名: 金色的魔象
	密码: 54622031
	描述: 「美杜莎的亡灵」＋「龙僵尸」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 暗
	种族: 不死
	攻击力: 2200
	防御力: 1800
	星级: 6

	卡名: 极战机王 战神机人
	密码: 54702678
	描述: 名字带有「机人」的机械族怪兽×5
这张卡在同1次的战斗阶段中可以作2次攻击。这张卡攻击的对方的效果怪兽的效果在伤害计算后无效化。这张卡战斗破坏对方怪兽的场合，给与对方基本分1000分伤害。这张卡不能向对方玩家直接攻击。
	OT: OCG|TCG
	同名卡: 
	字段: 机人
	卡片种类: 怪兽|效果|融合
	效果类型: 多次攻击|LP伤害|效果无效
	属性: 地
	种族: 机械
	攻击力: 4000
	防御力: 4000
	星级: 12

	卡名: 双头雷龙
	密码: 54752875
	描述: 「雷龙」＋「雷龙」
	OT: OCG|TCG
	同名卡: 
	字段: 雷龙
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 光
	种族: 雷
	攻击力: 2800
	防御力: 2100
	星级: 7

	卡名: 沼地的泥龙王
	密码: 54757758
	描述: 相同属性而种族不同的怪兽×2
①：只要这张卡在怪兽区域存在，对方不能把这张卡以及持有和这张卡相同属性的场上的怪兽作为效果的对象。
②：1回合1次，宣言1个属性才能发动。这张卡直到回合结束时变成宣言的属性。这个效果在对方回合也能发动。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 
	属性: 水
	种族: 幻龙
	攻击力: 1900
	防御力: 1600
	星级: 4

	卡名: 元素英雄 水波新宇侠
	密码: 55171412
	描述: 「元素英雄 新宇侠」＋「新空间侠·水波海豚」
把自己场上存在的上记的卡回到卡组的场合才能从额外卡组特殊召唤（不需要「融合」魔法卡）。丢弃1张手卡，随机选择对方的1张手卡破坏。这个效果1回合只能使用1次。结束阶段时这张卡回到额外卡组。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄|新宇
	卡片种类: 怪兽|效果|融合
	效果类型: 返回卡组|手卡破坏
	属性: 水
	种族: 战士
	攻击力: 2500
	防御力: 2000
	星级: 7

	卡名: 元素英雄 荒野翼侠
	密码: 55615891
	描述: 「元素英雄 荒野侠」＋「元素英雄 羽翼侠」
这只怪兽不能作融合召唤以外的特殊召唤。可以丢弃1张手卡，把场上的1张魔法·陷阱卡破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 魔陷破坏
	属性: 地
	种族: 战士
	攻击力: 1900
	防御力: 2300
	星级: 8

	卡名: 战场的死装束
	密码: 56413937
	描述: 「音女」＋「斩首的美女」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 地
	种族: 战士
	攻击力: 1900
	防御力: 1700
	星级: 6

	卡名: 真青眼究极龙
	密码: 56532353
	描述: 「青眼白龙」＋「青眼白龙」＋「青眼白龙」
「真青眼究极龙」的①的效果1回合可以使用最多2次。
①：融合召唤的这张卡攻击的伤害步骤结束时，自己场上的表侧表示的卡只有这张卡的场合，从额外卡组把1只「青眼」融合怪兽送去墓地才能发动。这张卡可以继续攻击。
②：自己场上的「青眼」怪兽为对象的魔法·陷阱·怪兽的效果发动时，把墓地的这张卡除外才能发动。那个发动无效并破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 青眼
	卡片种类: 怪兽|效果|融合
	效果类型: 魔陷破坏|怪兽破坏|送去墓地|多次攻击|融合相关|效果无效
	属性: 光
	种族: 龙
	攻击力: 4500
	防御力: 3800
	星级: 12

	卡名: 圣灵兽骑 地火狮
	密码: 56655675
	描述: 「圣灵兽骑」怪兽＋「灵兽使」怪兽＋「精灵兽」怪兽
把自己场上的上记卡除外的场合才能特殊召唤（不需要「融合」）。
①：上记的方法特殊召唤的这张卡得到以下效果。
●怪兽的效果·魔法·陷阱卡发动时，从手卡把1张「灵兽」卡除外才能发动。那个发动无效并破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 圣灵兽骑
	卡片种类: 怪兽|效果|融合
	效果类型: 魔陷破坏|怪兽破坏|效果无效
	属性: 光
	种族: 念动力
	攻击力: 3200
	防御力: 2100
	星级: 10

	卡名: 音乐家帝王
	密码: 56907389
	描述: 「黑森林的魔女」＋「高等女祭司」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 光
	种族: 魔法师
	攻击力: 1750
	防御力: 1500
	星级: 5

	卡名: 魔玩具·链绵羊
	密码: 57477163
	描述: 「锋利小鬼·链子」＋「毛绒动物」怪兽
「魔玩具·链绵羊」的②的效果1回合只能使用1次。
①：这张卡进行战斗的场合，对方直到伤害步骤结束时魔法·陷阱·怪兽的效果不能发动。
②：这张卡被战斗或者对方的效果破坏送去墓地的场合才能发动。这张卡从墓地特殊召唤。这个效果特殊召唤的这张卡的攻击力上升800。
	OT: OCG|TCG
	同名卡: 
	字段: 魔玩具
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化|特殊召唤
	属性: 暗
	种族: 恶魔
	攻击力: 2000
	防御力: 2000
	星级: 5

	卡名: 幻奏的音姬 巨匠之舒伯特
	密码: 57594700
	描述: 「幻奏」怪兽×2
①：只在这张卡在场上表侧表示存在才有1次，以双方墓地的卡合计最多3张为对象才能发动。那些卡除外。这张卡的攻击力上升这个效果除外的卡数量×200。这个效果在对方回合也能发动。
	OT: OCG|TCG
	同名卡: 
	字段: 幻奏的音姬
	卡片种类: 怪兽|效果|融合
	效果类型: 卡片除外|攻守变化
	属性: 光
	种族: 天使
	攻击力: 2400
	防御力: 2000
	星级: 6

	卡名: 假面英雄 刚火
	密码: 58147549
	描述: 这张卡用「假面变化」的效果才能特殊召唤。这张卡的攻击力上升自己墓地存在的名字带有「英雄」的怪兽数量×100的数值。
	OT: OCG|TCG
	同名卡: 
	字段: 假面英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化
	属性: 炎
	种族: 战士
	攻击力: 2200
	防御力: 1800
	星级: 6

	卡名: 暴君爆风龙
	密码: 58293343
	描述: 这张卡在用「克里底亚之牙」的效果把自己的手卡·场上的「暴君翼」送去墓地的场合才能特殊召唤。
①：这张卡可以向对方怪兽全部各作1次攻击。
②：以自己场上1只怪兽为对象才能发动。这张卡当作攻击力·守备力上升400的装备卡使用给那只自己怪兽装备。这个效果装备的场合，装备怪兽在同1次的战斗阶段中可以作3次攻击。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 多次攻击
	属性: 光
	种族: 龙
	攻击力: 2900
	防御力: 2500
	星级: 8

	卡名: 邪心英雄 暗黑地魔
	密码: 58332301
	描述: 恶魔族怪兽＋岩石族怪兽
这只怪兽不能作「暗黑融合」的融合召唤以外的特殊召唤。这张卡的原本攻击力变成融合召唤使用的怪兽的攻击力合计数值。这张卡的攻击宣言时，可以把对方场上存在的守备表示怪兽全部变成表侧攻击表示。（这个时候，反转效果怪兽的效果不发动。）
	OT: OCG|TCG
	同名卡: 
	字段: 英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 表示形式|攻守变化
	属性: 地
	种族: 恶魔
	攻击力: ?
	防御力: 0
	星级: 8

	卡名: 假面英雄 暗爪
	密码: 58481572
	描述: 这张卡用「假面变化」的效果才能特殊召唤。
①：只要这张卡在怪兽区域存在，被送去对方墓地的卡不去墓地而除外。
②：1回合1次，对方在抽卡阶段以外从卡组把卡加入手卡的场合才能发动。对方手卡随机选1张除外。
	OT: OCG|TCG
	同名卡: 
	字段: 假面英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 卡片除外|手卡破坏
	属性: 暗
	种族: 战士
	攻击力: 2400
	防御力: 1800
	星级: 6

	卡名: 火焰幽灵
	密码: 58528964
	描述: 「白骨」＋「岩浆人」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 暗
	种族: 不死
	攻击力: 1000
	防御力: 800
	星级: 3

	卡名: 地天之骑士 盖亚德雷克
	密码: 58601383
	描述: 「大地之骑士 盖亚骑士」＋效果怪兽以外的同调怪兽
这张卡不会成为效果怪兽的效果的对象，不会被效果怪兽的效果破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 破坏耐性
	属性: 地
	种族: 兽战士
	攻击力: 3500
	防御力: 2800
	星级: 10

	卡名: VW-强击虎
	密码: 58859575
	描述: 「V-喷气虎」＋「W-弹射飞翼」
把自己场上的上记卡除外的场合才能从额外卡组特殊召唤（不需要「融合」）。
①：丢弃1张手卡，以对方场上1只怪兽为对象才能发动。那只对方怪兽的表示形式变更。这个时候，反转怪兽的效果不发动。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 表示形式|特殊召唤
	属性: 光
	种族: 机械
	攻击力: 2000
	防御力: 2100
	星级: 6

	卡名: 奇迹鸟
	密码: 59036972
	描述: 「大炮鸟」＋「邪炎之翼」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 风
	种族: 鸟兽
	攻击力: 1300
	防御力: 900
	星级: 4

	卡名: 御用皇帝
	密码: 59255742
	描述: 战士族·地属性的同调怪兽×2
①：这张卡或者原本持有者是对方的自己怪兽战斗破坏对方怪兽送去墓地时才能发动。破坏的那只怪兽在自己场上特殊召唤。
②：对方把怪兽特殊召唤时，把自己场上1只战士族·地属性的同调怪兽解放才能发动。得到那些怪兽的控制权。
③：表侧表示的这张卡从场上离开的场合发动。自己场上的全部怪兽的控制权回归原本持有者。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 控制权|特殊召唤
	属性: 地
	种族: 战士
	攻击力: 3300
	防御力: 2500
	星级: 10

	卡名: 假面英雄 暗鬼
	密码: 59642500
	描述: 这张卡用「假面变化」的效果才能特殊召唤。「假面英雄 暗鬼」的②的效果1回合只能使用1次。
①：这张卡可以直接攻击。那次直接攻击给与对方的战斗伤害变成一半。
②：这张卡战斗破坏对方怪兽送去墓地时才能发动。从卡组把1张「变化」速攻魔法卡加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 假面英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 卡组检索|直接攻击
	属性: 暗
	种族: 战士
	攻击力: 2800
	防御力: 1200
	星级: 8

	卡名: 元素英雄 电离钳侠
	密码: 60493189
	描述: 「元素英雄 电光侠」＋「元素英雄 金刃侠」
这只怪兽不能作融合召唤以外的特殊召唤。这张卡攻击守备表示怪兽时，若攻击力超过那个守备力，给与对方基本分那个数值的战斗伤害。可以丢弃1张手卡把对方场上1只攻击表示怪兽破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 怪兽破坏|穿刺伤害
	属性: 地
	种族: 战士
	攻击力: 2600
	防御力: 2300
	星级: 8

	卡名: 元素英雄 雷霆巨人
	密码: 61204971
	描述: 「元素英雄 黏土侠」＋「元素英雄 电光侠」
这只怪兽不能作融合召唤以外的特殊召唤。可以丢弃1张自己的手卡，选择1只场上存在的表侧表示的原来的攻击力比这张卡的攻击力低的怪兽破坏。这个效果1回合1次，只能在自己的主要阶段使用。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 怪兽破坏
	属性: 光
	种族: 战士
	攻击力: 2400
	防御力: 1500
	星级: 6

	卡名: 假面英雄 宝钻
	密码: 62624486
	描述: 这张卡用「假面变化」的效果才能特殊召唤。
①：这张卡战斗破坏对方怪兽送去墓地时才能发动。从卡组把1只4星以下的「英雄」怪兽特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 假面英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 特殊召唤
	属性: 地
	种族: 战士
	攻击力: 2800
	防御力: 3000
	星级: 8

	卡名: 究极龙骑士
	密码: 62873545
	描述: 「混沌战士」＋「青眼究极龙」
这张卡不用融合召唤不能特殊召唤。
①：这张卡的攻击力上升这张卡以外的自己场上的龙族怪兽数量×500。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化
	属性: 光
	种族: 龙
	攻击力: 5000
	防御力: 5000
	星级: 12

	卡名: 千眼纳祭神
	密码: 63519819
	描述: 「纳祭之魔」＋「千眼邪教神」
①：只要这张卡在怪兽区域存在，这张卡以外的场上的怪兽不能把表示形式变更，不能攻击。
②：1回合1次，以对方场上1只怪兽为对象才能发动。那只对方怪兽当作装备卡使用给这张卡装备（只有1只可以装备）。
③：这张卡的攻击力·守备力变成这张卡的效果装备的怪兽的各自数值，这张卡被战斗破坏的场合，作为代替把装备的那只怪兽破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 眼纳祭神
	卡片种类: 怪兽|效果|融合
	效果类型: 表示形式|控制权|攻守变化|攻击限制|破坏耐性
	属性: 暗
	种族: 魔法师
	攻击力: 0
	防御力: 0
	星级: 1

	卡名: 超合魔兽 拉普提诺斯
	密码: 64463828
	描述: 二重怪兽×2
①：只要这张卡在怪兽区域存在，场上的二重怪兽全部当作再1次召唤的状态使用。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 特殊召唤|LP回复
	属性: 光
	种族: 龙
	攻击力: 2200
	防御力: 2200
	星级: 8

	卡名: 嵌合超载龙
	密码: 64599569
	描述: 「电子龙」＋1只以上机械族怪兽
这只怪兽不能作融合召唤以外的特殊召唤。这张卡融合召唤成功时，这张卡以外的自己场上的卡全部送去墓地。这张卡的原本的攻击力·守备力变成融合素材怪兽的数量×800的数值。这张卡可以对对方怪兽作出融合素材怪兽的数量的攻击。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 送去墓地|攻守变化|多次攻击
	属性: 暗
	种族: 机械
	攻击力: ?
	防御力: ?
	星级: 9

	卡名: 元素英雄 豪勇新宇侠
	密码: 64655485
	描述: 「元素英雄 新宇侠」＋4星以下的效果怪兽
这张卡不用融合召唤不能特殊召唤。
①：这张卡的攻击力上升自己墓地的「新空间侠」怪兽以及「英雄」怪兽数量×100。
②：这张卡战斗破坏对方怪兽时才能发动。把有「元素英雄 新宇侠」的卡名记述的1张魔法·陷阱卡从卡组加入手卡。
	OT: OCG
	同名卡: 
	字段: 元素英雄|新宇
	卡片种类: 怪兽|效果|融合
	效果类型: 卡组检索|攻守变化
	属性: 光
	种族: 战士
	攻击力: 2500
	防御力: 2000
	星级: 7

	卡名: 娱乐伙伴 异色眼钢爪狼
	密码: 65029288
	描述: 「异色眼」怪兽＋「娱乐伙伴」怪兽
这张卡不能作为融合素材。
①：「融合」的效果融合召唤的这张卡不受其他卡的效果影响。
②：这张卡的攻击宣言时发动。自己场上的全部怪兽的攻击力直到战斗阶段结束时上升300。
	OT: OCG
	同名卡: 
	字段: 娱乐伙伴|异色眼
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化
	属性: 暗
	种族: 龙
	攻击力: 3000
	防御力: 2000
	星级: 8

	卡名: AtoZ-神龙歼灭炮
	密码: 65172015
	描述: 「ABC-神龙歼灭者」＋「XYZ-神龙炮」
把自己场上的原本卡名是上记的卡除外的场合才能特殊召唤（不需要「融合」）。
①：对方把怪兽的效果·魔法·陷阱卡发动时，丢弃1张手卡才能发动。那个发动无效并破坏。
②：把场上的这张卡除外，以除外的自己的「ABC-神龙歼灭者」「XYZ-神龙炮」各1只为对象才能发动。那些怪兽特殊召唤。这个效果在对方回合也能发动。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 魔陷破坏|怪兽破坏|特殊召唤|效果无效
	属性: 光
	种族: 机械
	攻击力: 4000
	防御力: 4000
	星级: 10

	卡名: 死亡恶魔龙
	密码: 66235877
	描述: 「巨龙」＋「下位恶魔」
这只怪兽，必须用上面所写的卡融合召唤。只要这张卡在场上存在，反转效果怪兽的效果无效化。以这张卡为对象的陷阱卡无效并破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 恶魔
	卡片种类: 怪兽|效果|融合
	效果类型: 魔陷破坏|效果无效
	属性: 风
	种族: 龙
	攻击力: 2000
	防御力: 1200
	星级: 5

	卡名: 龙骑士 盖亚
	密码: 66889139
	描述: 「暗黑骑士 盖亚」＋「诅咒之龙」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 风
	种族: 龙
	攻击力: 2600
	防御力: 2100
	星级: 7

	卡名: 宝石骑士·橙黄晶
	密码: 67985943
	描述: 「宝石骑士」怪兽＋炎族怪兽
这张卡用融合召唤才能从额外卡组特殊召唤。
①：这张卡进行战斗的场合，对方直到伤害步骤结束时魔法·陷阱·怪兽的效果不能发动。
	OT: OCG|TCG
	同名卡: 
	字段: 宝石骑士
	卡片种类: 怪兽|效果|融合
	效果类型: 
	属性: 地
	种族: 炎
	攻击力: 2200
	防御力: 1950
	星级: 7

	卡名: 亚马逊宠物虎狮子
	密码: 68507541
	描述: 「亚马逊宠物虎」＋「亚马逊」怪兽
①：这张卡攻击的伤害计算时才能发动。这张卡的攻击力只在那次伤害计算时上升500。
②：自己的「亚马逊」怪兽向对方怪兽攻击的伤害计算后以对方场上1只表侧表示怪兽为对象才能发动。那只怪兽的攻击力下降800。
③：只要这张卡在怪兽区域存在，对方不能向其他的「亚马逊」怪兽攻击。
	OT: OCG|TCG
	同名卡: 
	字段: 亚马逊
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化|攻击限制
	属性: 地
	种族: 兽
	攻击力: 2500
	防御力: 2400
	星级: 7

	卡名: 元素英雄 爆裂火焰侠
	密码: 68745629
	描述: 「元素英雄 炽热侠」＋「元素英雄 火焰女郎」
这只怪兽不能作融合召唤以外的特殊召唤。和水属性怪兽战斗的场合，伤害步骤内这只怪兽的攻击力上升1000。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化
	属性: 炎
	种族: 炎
	攻击力: 2300
	防御力: 1600
	星级: 8

	卡名: 捕食植物 犀角龙
	密码: 69946549
	描述: 融合怪兽＋暗属性怪兽
①：1回合1次，以对方场上1只表侧表示怪兽为对象才能发动。给那只怪兽放置1个捕食指示物。有捕食指示物放置的2星以上的怪兽的等级变成1星。这个效果在对方回合也能发动。
②：只要这张卡在怪兽区域存在，对方发动的有捕食指示物放置的怪兽的效果无效化。
	OT: OCG|TCG
	同名卡: 
	字段: 捕食植物
	卡片种类: 怪兽|效果|融合
	效果类型: 指示物|效果无效
	属性: 暗
	种族: 植物
	攻击力: 2700
	防御力: 1900
	星级: 8

	卡名: 魔装骑士 德拉格尼斯
	密码: 70681994
	描述: 「铠甲剑尾战士」＋「独眼盾龙」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 风
	种族: 战士
	攻击力: 1200
	防御力: 900
	星级: 3

	卡名: 宝石骑士·紫晶
	密码: 71616908
	描述: 「宝石骑士」怪兽＋水族怪兽
这张卡用融合召唤才能从额外卡组特殊召唤。
①：这张卡从场上送去墓地的场合发动。场上盖放的魔法·陷阱卡全部回到持有者手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 宝石骑士
	卡片种类: 怪兽|效果|融合
	效果类型: 返回手卡
